14-DigitPINNumber,StreetNumber,Dir.,StreetName,Type,Sq.Ft.,Ward,CommunityArea,ZoningClassification,TIFDistrict,Location
16-11-307-001-0000,215,N,PULASKI,RD,"25,957",28,WEST GARFIELD PARK,B3-2,Northwest Industrial Corridor,"215 N PULASKI RD
CHICAGO, IL
(41.883517, -87.725722)"
20-03-208-004-0000,713,E,OAKWOOD,BLVD,"5,752",4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"713 E OAKWOOD BLVD
CHICAGO, IL
(41.822749, -87.609013)"
16-23-215-029-0000,1446,S,ST LOUIS,AVE,"6,233",24,NORTH LAWNDALE,RT-4,Midwest,"1446 S ST LOUIS AVE
CHICAGO, IL
(41.861638, -87.712849)"
25-21-206-026-0000,100,W,112TH,ST,"3,107",34,ROSELAND,RS-3,107th/Halsted,"100 W 112TH ST
CHICAGO, IL
(41.690737, -87.626018)"
20-07-419-003-0000,5305,S,HONORE,ST,"3,116",16,NEW CITY,RS-3,NOT IN TIF,"5305 S HONORE ST
CHICAGO, IL
(41.797498, -87.670744)"
16-24-104-015-0000,3138,W,15TH,ST,"5,794",24,NORTH LAWNDALE,RM-5,Midwest,"3138 W 15TH ST
CHICAGO, IL
(41.861332, -87.704529)"
20-28-123-006-0000,7421,S,PARNELL,AVE,"6,672",6,ENGLEWOOD,RS-3,NOT IN TIF,"7421 S PARNELL AVE
CHICAGO, IL
(41.759149, -87.638485)"
20-17-217-048-0000,1106,W,58TH,ST,"4,020",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1106 W 58TH ST
CHICAGO, IL
(41.788761, -87.652504)"
20-08-422-041-0000,5348,S,HALSTED,ST,"3,001",20,NEW CITY,C1-2,47th/Halsted,"5348 S HALSTED ST
CHICAGO, IL
(41.796769, -87.645221)"
20-20-101-041-0000,6350,S,LAFLIN,,"3,104",16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6350 S LAFLIN
CHICAGO, IL
(41.778431, -87.661729)"
16-23-211-024-0000,1324,S,SPAULDING,AVE,"3,125",24,NORTH LAWNDALE,RT-4,Midwest,"1324 S SPAULDING AVE
CHICAGO, IL
(41.863745, -87.708013)"
20-03-401-035-0000,4334,S,FORRESTVILLE,AVE,"2,307",3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4334 S FORRESTVILLE AVE
CHICAGO, IL
(41.815644, -87.612834)"
20-18-210-001-0000,5601,S,WOLCOTT,AVE,"3,721",15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5601 S WOLCOTT AVE
CHICAGO, IL
(41.792024, -87.671828)"
20-17-201-028-0000,5534,S,ABERDEEN,ST,"3,087",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5534 S ABERDEEN ST
CHICAGO, IL
(41.792786, -87.652407)"
20-03-202-029-0000,3906,S,COTTAGE GROVE,AVE,383,4,GRAND BOULEVARD,POS-2,Madden/Wells,"3906 S COTTAGE GROVE AVE
CHICAGO, IL
(41.82371, -87.606878)"
20-16-218-030-0000,5740,S,LA SALLE,ST,"2,126",20,ENGLEWOOD,RS-3,Washington Park,"5740 S LA SALLE ST
CHICAGO, IL
(41.789734, -87.629177)"
20-02-119-012-0000,825,E,42ND,PL,"3,027",4,OAKLAND,RM-5,Drexel Boulevard,"825 E 42ND PL
CHICAGO, IL
(41.817994, -87.605556)"
25-34-314-024-0000,540,E,134TH,PL,"5,383",9,RIVERDALE,M1-1,NOT IN TIF,"540 E 134TH PL
CHICAGO, IL
(41.650918, -87.607919)"
16-24-101-022-0000,1245,S,TROY,ST,"3,150",24,NORTH LAWNDALE,RM-5,Midwest,"1245 S TROY ST
CHICAGO, IL
(41.865055, -87.704407)"
26-30-414-007-0000,3134,E,130,ST,"32,966",10,HEGEWISCH,RS-3,NOT IN TIF,"3134 E 130 ST
CHICAGO, IL
(41.659142, -87.547117)"
20-21-213-030-0000,25,E,65TH,,"1,330",20,GREATER GRAND CROSSING,M1-2,Washington Park,"25 E 65TH
CHICAGO, IL
(41.776439, -87.625954)"
20-18-424-022-0000,6226,S,WINCHESTER,AVE,"2,979",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6226 S WINCHESTER AVE
CHICAGO, IL
(41.780322, -87.672703)"
20-16-219-026-0000,5829,S,LA SALLE,ST,"3,538",20,ENGLEWOOD,RS-3,Washington Park,"5829 S LA SALLE ST
CHICAGO, IL
(41.788065, -87.629115)"
20-21-424-013-0000,7014,S,VINCENNES,AVE,913,6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"7014 S VINCENNES AVE
CHICAGO, IL
(41.766848, -87.627333)"
20-21-422-004-0000,7013,S,YALE,AVE,"4,875",6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7013 S YALE AVE
CHICAGO, IL
(41.766658, -87.631041)"
19-11-201-052-0000,3219,W,48TH,PL,"2,789",14,BRIGHTON PARK,M2-3,Stevenson/Brighton,"3219 W 48TH PL
CHICAGO, IL
(41.805721, -87.704494)"
16-24-103-002-0000,1303,S,TROY,ST,"3,027",24,NORTH LAWNDALE,RM-5,Midwest,"1303 S TROY ST
CHICAGO, IL
(41.8644, -87.704386)"
20-19-425-041-0000,7044,S,WOLCOTT,AVE,"3,123",17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7044 S WOLCOTT AVE
CHICAGO, IL
(41.76529, -87.671118)"
16-11-407-049-0000,3402,W,WALNUT,ST,"3,010",28,EAST GARFIELD PARK,RT-4,Chicago/Central Park,"3402 W WALNUT ST
CHICAGO, IL
(41.885463, -87.711498)"
20-17-429-014-0000,6241,S,SANGAMON,ST,"3,114",16,ENGLEWOOD,PD 1227,Englewood Mall,"6241 S SANGAMON ST
CHICAGO, IL
(41.780717, -87.648327)"
20-20-416-008-0000,6925,S,RACINE,AVE,"3,105",6,ENGLEWOOD,B1-1,NOT IN TIF,"6925 S RACINE AVE
CHICAGO, IL
(41.768227, -87.654213)"
16-11-415-021-0000,3251,W,WARREN,BLVD,"4,188",28,EAST GARFIELD PARK,RM-5,Midwest,"3251 W WARREN BLVD
CHICAGO, IL
(41.881873, -87.70816)"
14-18-110-019-0000,2301,W,LELAND,,"5,639",47,LINCOLN SQUARE,B1-1,Western Avenue North,"2301 W LELAND
CHICAGO, IL
(41.966789, -87.687412)"
16-11-103-032-0000,714,N,HAMLIN,AVE,"3,846",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"714 N HAMLIN AVE
CHICAGO, IL
(41.89417, -87.721161)"
20-02-308-031-0000,4400,S,GREENWOOD,AVE,"6,501",4,KENWOOD,RT-4,NOT IN TIF,"4400 S GREENWOOD AVE
CHICAGO, IL
(41.814788, -87.599358)"
25-34-403-012-0000,649,E,134TH,ST,"5,290",9,RIVERDALE,RS-2,NOT IN TIF,"649 E 134TH ST
CHICAGO, IL
(41.651867, -87.605639)"
20-17-430-012-0000,6231,S,PEORIA,DR,"3,047",16,ENGLEWOOD,PD 1227,Englewood Mall,"6231 S PEORIA DR
CHICAGO, IL
(41.780491, -87.647234)"
20-21-105-012-0000,6339,S,PARNELL,,"3,162",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6339 S PARNELL
CHICAGO, IL
(41.778808, -87.63872)"
16-15-222-017-0000,4115,W,GLADYS,AVE,"3,117",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4115 W GLADYS AVE
CHICAGO, IL
(41.87615, -87.728627)"
20-16-325-004-0000,543,W,ENGLEWOOD,AVE,"5,788",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"543 W ENGLEWOOD AVE
CHICAGO, IL
(41.78075, -87.639178)"
21-31-321-043-0000,8521,S,SAGINAW,AVE,"6,151",7,SOUTH CHICAGO,RS-3,NOT IN TIF,"8521 S SAGINAW AVE
CHICAGO, IL
(41.740194, -87.559988)"
16-09-222-008-0000,4937,W,RACE,AVE,"2,877",37,AUSTIN,RS-3,NOT IN TIF,"4937 W RACE AVE
CHICAGO, IL
(41.890443, -87.749511)"
20-10-306-031-0000,5247,S,CALUMET,AVE,"9,804",3,WASHINGTON PARK,RM-6,47th/State,"5247 S CALUMET AVE
CHICAGO, IL
(41.798991, -87.617679)"
16-23-127-022-0000,1504,S,LAWNDALE,AVE,"3,256",24,NORTH LAWNDALE,RT-4,Midwest,"1504 S LAWNDALE AVE
CHICAGO, IL
(41.860502, -87.717681)"
20-17-231-004-0000,5810,S,HALSTED,ST,"31,288",16,ENGLEWOOD,M1-1/M1-2,Englewood Neighborhood,"5810 S HALSTED ST
CHICAGO, IL
(41.788645, -87.645027)"
20-28-117-010-1013,7340,S,STEWART,AVE,0,6,ENGLEWOOD,RT-4,NOT IN TIF,"7340 S STEWART AVE
CHICAGO, IL
(41.760377, -87.634561)"
20-03-400-045-0000,438,E,44TH,ST,"3,239",3,GRAND BOULEVARD,RM-5,47th/King,"438 E 44TH ST
CHICAGO, IL
(41.814845, -87.615414)"
20-15-123-014-0000,5820,S,CALUMET,AVE,"3,816",20,WASHINGTON PARK,RM-5,Washington Park,"5820 S CALUMET AVE
CHICAGO, IL
(41.788989, -87.617431)"
20-08-402-038-0000,5140,S,CARPENTER,ST,"3,117",20,NEW CITY,RS-3,NOT IN TIF,"5140 S CARPENTER ST
CHICAGO, IL
(41.800315, -87.651364)"
26-05-114-019-0000,9136,S,GREEN BAY,AV,996,10,SOUTH CHICAGO,RS-2,South Chicago,"9136 S GREEN BAY AV
CHICAGO, IL
(41.731649, -87.541549)"
20-27-228-020-0000,7406,S,CHAMPLAIN,AVE,"6,271",6,GREATER GRAND CROSSING,RS-3,NOT IN TIF,"7406 S CHAMPLAIN AVE
CHICAGO, IL
(41.760055, -87.609106)"
16-13-326-014-0000,1137,S,ALBANY,AVE,"3,140",28,NORTH LAWNDALE,RT-4,Midwest,"1137 S ALBANY AVE
CHICAGO, IL
(41.867204, -87.703237)"
20-15-310-027-0000,6040,S,CALUMET,AVE,"7,328",20,WASHINGTON PARK,RM-5/B2-1,Washington Park,"6040 S CALUMET AVE
CHICAGO, IL
(41.784353, -87.617338)"
16-23-418-054-0000,1956,S,HOMAN,AVE,"2,401",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1956 S HOMAN AVE
CHICAGO, IL
(41.853668, -87.710166)"
20-17-402-036-0000,5932,S,CARPENTER,,"3,119",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5932 S CARPENTER
CHICAGO, IL
(41.786216, -87.651033)"
20-16-321-050-0000,625,W,62ND,ST,"3,121",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"625 W 62ND ST
CHICAGO, IL
(41.781631, -87.640995)"
20-23-212-016-0000,6515,S,KIMBARK,AVE,"8,265",20,WOODLAWN,RS-2,Woodlawn,"6515 S KIMBARK AVE
CHICAGO, IL
(41.776173, -87.594554)"
20-28-106-003-0000,7117,S,NORMAL,BLVD,"6,257",6,ENGLEWOOD,RT-4,67th/Wentworth,"7117 S NORMAL BLVD
CHICAGO, IL
(41.765031, -87.637103)"
20-35-104-008-0000,7931,S,ELLIS,AVE,"3,141",8,CHATHAM,RS-3,NOT IN TIF,"7931 S ELLIS AVE
CHICAGO, IL
(41.750358, -87.600319)"
20-08-417-003-0000,5305,S,ABERDEEN,ST,"3,102",20,NEW CITY,RS-3,NOT IN TIF,"5305 S ABERDEEN ST
CHICAGO, IL
(41.797703, -87.652553)"
20-29-415-025-0000,7630,S,HALSTED,ST,"5,903",17,AUBURN GRESHAM,B1-2,NOT IN TIF,"7630 S HALSTED ST
CHICAGO, IL
(41.755472, -87.644167)"
16-11-116-021-0000,3652,W,OHIO,ST,"2,039",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"3652 W OHIO ST
CHICAGO, IL
(41.891764, -87.718294)"
20-19-401-047-0000,1909,W,MARQUETTE,RD,"1,564",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1909 W MARQUETTE RD
CHICAGO, IL
(41.772106, -87.671735)"
16-14-215-010-0000,3421,W,JACKSON,BLVD,"5,536",28,EAST GARFIELD PARK,RM-5,Midwest,"3421 W JACKSON BLVD
CHICAGO, IL
(41.877283, -87.711834)"
20-08-317-006-0000,5413,S,JUSTINE,ST,"3,125",16,NEW CITY,RS-3,NOT IN TIF,"5413 S JUSTINE ST
CHICAGO, IL
(41.795449, -87.663425)"
20-08-107-027-0000,4741,S,ELIZABETH,ST,"2,982",20,NEW CITY,RS-3,NOT IN TIF,"4741 S ELIZABETH ST
CHICAGO, IL
(41.807276, -87.656405)"
20-17-304-008-0000,1339,W,59TH,ST,"3,126",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1339 W 59TH ST
CHICAGO, IL
(41.78686, -87.658608)"
20-08-129-029-0000,5026,S,THROOP,ST,"3,110",20,NEW CITY,RS-3,NOT IN TIF,"5026 S THROOP ST
CHICAGO, IL
(41.802408, -87.657505)"
16-14-328-052-0000,3634,W,ROOSEVELT,RD,"2,278",24,NORTH LAWNDALE,C1-2,Midwest,"3634 W ROOSEVELT RD
CHICAGO, IL
(41.86628, -87.716878)"
20-23-412-019-0000,6935,S,KENWOOD,AVE,"6,253",5,SOUTH SHORE,M1-2,71st/Stony Island,"6935 S KENWOOD AVE
CHICAGO, IL
(41.768755, -87.592265)"
16-26-204-007-0000,3337,W,CERMAK,RD,"3,127",22,SOUTH LAWNDALE,C1-2,Ogden/Pulaski,"3337 W CERMAK RD
CHICAGO, IL
(41.85174, -87.709155)"
25-17-326-009-0000,1527,W,110TH,ST,"3,851",34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"1527 W 110TH ST
CHICAGO, IL
(41.693946, -87.660871)"
16-23-405-023-0000,3310,W,OGDEN,AVE,"3,125",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"3310 W OGDEN AVE
CHICAGO, IL
(41.857108, -87.70817)"
16-11-223-003-0000,545,N,SAWYER,AVE,"1,600",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"545 N SAWYER AVE
CHICAGO, IL
(41.891637, -87.707672)"
25-02-113-003-0000,9005,S,DAUPHIN,AVE,"2,500",8,BURNSIDE,RT-4,NOT IN TIF,"9005 S DAUPHIN AVE
CHICAGO, IL
(41.730952, -87.602504)"
20-17-100-004-0000,5517,S,ASHLAND,AVE,"2,627",16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5517 S ASHLAND AVE
CHICAGO, IL
(41.793072, -87.664464)"
20-19-223-044-0000,6550,S,ASHLAND,AVE,"8,811",15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6550 S ASHLAND AVE
CHICAGO, IL
(41.774121, -87.664159)"
25-21-408-001-0000,355,W,116TH,ST,"6,460",34,WEST PULLMAN,RS-3,NOT IN TIF,"355 W 116TH ST
CHICAGO, IL
(41.683372, -87.632205)"
20-21-316-032-0000,6948,S,WALLACE,ST,"3,355",6,ENGLEWOOD,RS-3,67th/Wentworth,"6948 S WALLACE ST
CHICAGO, IL
(41.768019, -87.640193)"
20-08-314-016-0000,5339,S,LAFLIN,ST,"3,118",20,NEW CITY,RS-3,NOT IN TIF,"5339 S LAFLIN ST
CHICAGO, IL
(41.796551, -87.662215)"
16-24-300-011-0000,3150,W,OGDEN AV,,"2,170",24,NORTH LAWNDALE,RM-5,Midwest,"3150 W OGDEN AV
CHICAGO, IL
(41.858431, -87.704518)"
25-15-218-056-0000,10500,S,CORLISS,AVE,"3,116",9,PULLMAN,RS-3,North Pullman,"10500 S CORLISS AVE
CHICAGO, IL
(41.703688, -87.603892)"
16-23-105-033-0000,1244,S,MILLARD,AVE,"3,013",24,NORTH LAWNDALE,RT-4,Midwest,"1244 S MILLARD AVE
CHICAGO, IL
(41.864833, -87.716594)"
26-30-404-021-0000,12737,S,CARONDOLET,AVE,"3,089",10,SOUTH DEERING,RS-2,126th/Torrence,"12737 S CARONDOLET AVE
CHICAGO, IL
(41.663601, -87.549551)"
16-13-307-004-0000,2851,W,FLOURNOY,ST,"3,127",28,EAST GARFIELD PARK,RT-4,Midwest,"2851 W FLOURNOY ST
CHICAGO, IL
(41.872877, -87.698103)"
25-16-202-044-0000,138,W,103RD,PL,"3,940",34,ROSELAND,RS-3,NOT IN TIF,"138 W 103RD PL
CHICAGO, IL
(41.706202, -87.62757)"
25-22-318-022-0000,34,E,118TH,PL,"7,980",9,WEST PULLMAN,RS-3,NOT IN TIF,"34 E 118TH PL
CHICAGO, IL
(41.678962, -87.621292)"
19-35-312-012-0000,3748,W,84TH,PL,"1,779",18,ASHBURN,RS-2,NOT IN TIF,"3748 W 84TH PL
CHICAGO, IL
(41.739534, -87.716482)"
20-19-206-026-0000,1646,W,64TH,ST,"3,093",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1646 W 64TH ST
CHICAGO, IL
(41.777646, -87.665739)"
16-12-108-011-0000,529,N,ALBANY,AVE,"3,985",27,HUMBOLDT PARK,RS-3,Kinzie Industrial Corridor,"529 N ALBANY AVE
CHICAGO, IL
(41.891127, -87.703962)"
16-11-306-022-0000,3826,W,MAYPOLE,AVE,"4,757",28,WEST GARFIELD PARK,RM-5,Northwest Industrial Corridor,"3826 W MAYPOLE AVE
CHICAGO, IL
(41.884085, -87.721853)"
20-09-113-029-0000,742,W,51ST,ST,"3,121",20,NEW CITY,RS-3,47th/Halsted,"742 W 51ST ST
CHICAGO, IL
(41.801626, -87.644632)"
16-13-404-015-0000,2719,W,FLOURNOY,ST,"3,152",28,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor,"2719 W FLOURNOY ST
CHICAGO, IL
(41.872912, -87.694394)"
20-28-321-002-0000,7805,S,HALSTED,ST,"2,490",17,AUBURN GRESHAM,B1-3,79th Street Corridor,"7805 S HALSTED ST
CHICAGO, IL
(41.752188, -87.6441)"
26-05-102-003-0000,8807,S,BURLEY,AVE,"3,506",10,SOUTH CHICAGO,RT-4,South Chicago,"8807 S BURLEY AVE
CHICAGO, IL
(41.735328, -87.545762)"
25-25-203-021-0000,12249,S,OGLESBY,AVE,"3,134",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12249 S OGLESBY AVE
CHICAGO, IL
(41.669698, -87.564884)"
16-23-400-080-0000,1830,S,DRAKE,AVE,"3,119",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1830 S DRAKE AVE
CHICAGO, IL
(41.856326, -87.713898)"
16-13-320-006-0000,3128,W,FILLMORE,ST,"3,002",24,NORTH LAWNDALE,M1-2,NOT IN TIF,"3128 W FILLMORE ST
CHICAGO, IL
(41.868243, -87.704569)"
16-15-200-009-0000,4329,W,MADISON,ST,"3,106",28,WEST GARFIELD PARK,B3-2,Madison/Austin,"4329 W MADISON ST
CHICAGO, IL
(41.880588, -87.734121)"
20-08-404-018-0000,915,W,51ST,ST,"3,123",20,NEW CITY,RT-4,NOT IN TIF,"915 W 51ST ST
CHICAGO, IL
(41.801575, -87.648451)"
25-21-205-006-0000,237,W,111TH,PL,"3,115",34,ROSELAND,RS-3,107th/Halsted,"237 W 111TH PL
CHICAGO, IL
(41.6916, -87.629372)"
16-15-214-014-0000,4123,W,ADAMS,ST,"3,032",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4123 W ADAMS ST
CHICAGO, IL
(41.877951, -87.72905)"
16-22-200-024-0000,1253,S,KOSTNER,AVE,"3,141",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1253 S KOSTNER AVE
CHICAGO, IL
(41.864521, -87.734902)"
25-15-321-009-0000,33,E,110TH,PL,"4,338",9,ROSELAND,B3-2,Roseland/Michigan,"33 E 110TH PL
CHICAGO, IL
(41.693956, -87.621857)"
26-30-414-006-0000,3156,E,130,ST,"11,802",10,HEGEWISCH,RS-3,NOT IN TIF,"3156 E 130 ST
CHICAGO, IL
(41.659143, -87.547037)"
17-35-101-022-0000,3737,S,ELLIS,AVE,"3,182",4,OAKLAND,RM-5,Madden/Wells,"3737 S ELLIS AVE
CHICAGO, IL
(41.827182, -87.606954)"
16-12-419-013-0000,2549,W,MAYPOLE,AVE,"1,949",27,NEAR WEST SIDE,M1-1,NOT IN TIF,"2549 W MAYPOLE AVE
CHICAGO, IL
(41.883735, -87.690451)"
20-17-207-010-0000,5549,S,GREEN,ST,"3,817",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5549 S GREEN ST
CHICAGO, IL
(41.792752, -87.64633)"
16-12-427-043-0000,2510,W,MADISON,ST,"3,019",27,NEAR WEST SIDE,C2-2,Midwest,"2510 W MADISON ST
CHICAGO, IL
(41.881164, -87.688972)"
16-01-402-011-0000,2535,W,DIVISION,,"3,039",26,WEST TOWN,B1-1,Humboldt Park,"2535 W DIVISION
CHICAGO, IL
(41.903004, -87.690789)"
25-22-217-023-0000,11326,S,FRONT,AVE,"3,456",9,ROSELAND,M1-2,NOT IN TIF,"11326 S FRONT AVE
CHICAGO, IL
(41.688262, -87.611869)"
16-25-114-001-0000,2401,S,KEDZIE,AVE,"7,089",12,SOUTH LAWNDALE,B3-2,NOT IN TIF,"2401 S KEDZIE AVE
CHICAGO, IL
(41.847978, -87.705131)"
20-15-315-038-0000,6118,S,PRAIRIE,AVE,"3,255",20,WASHINGTON PARK,RM-5,Washington Park,"6118 S PRAIRIE AVE
CHICAGO, IL
(41.783197, -87.618938)"
20-19-315-011-0000,2124,W,68TH,PL,"3,135",16,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2124 W 68TH PL
CHICAGO, IL
(41.769317, -87.677061)"
20-09-316-037-0000,5340,S,EMERALD,AVE,"3,095",20,NEW CITY,RS-3,47th/Halsted,"5340 S EMERALD AVE
CHICAGO, IL
(41.796841, -87.643989)"
20-17-109-015-0000,5639,S,JUSTINE,ST,"3,075",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5639 S JUSTINE ST
CHICAGO, IL
(41.791128, -87.663246)"
17-19-213-037-0000,1816,W,14TH,ST,"2,988",28,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor,"1816 W 14TH ST
CHICAGO, IL
(41.86321, -87.672055)"
20-17-219-006-0000,5713,S,CARPENTER,ST,"3,134",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5713 S CARPENTER ST
CHICAGO, IL
(41.790111, -87.651092)"
26-05-102-034-0000,8828,S,BUFFALO,AVE,"3,507",10,SOUTH CHICAGO,RT-3.5,South Chicago,"8828 S BUFFALO AVE
CHICAGO, IL
(41.734697, -87.544389)"
25-16-423-008-0000,337,W,110TH,ST,"3,123",34,ROSELAND,RS-3,107th/Halsted,"337 W 110TH ST
CHICAGO, IL
(41.694302, -87.631676)"
20-17-416-034-0000,6136,S,MAY,ST,"3,120",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6136 S MAY ST
CHICAGO, IL
(41.782117, -87.653379)"
20-03-426-025-0000,4618,S,LANGLEY,AVE,"3,162",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4618 S LANGLEY AVE
CHICAGO, IL
(41.810685, -87.609011)"
20-16-100-037-0000,5518,S,EMERALD,AVE,"3,015",20,ENGLEWOOD,RS-3,NOT IN TIF,"5518 S EMERALD AVE
CHICAGO, IL
(41.793714, -87.643906)"
16-11-218-020-0000,528,N,TRUMBULL,AVE,"6,022",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"528 N TRUMBULL AVE
CHICAGO, IL
(41.891191, -87.712544)"
25-16-419-029-0000,308,W,110TH,ST,"3,132",34,ROSELAND,RS-3,107th/Halsted,"308 W 110TH ST
CHICAGO, IL
(41.694312, -87.630675)"
25-11-100-033-0000,9661,S,COTTAGE GROVE,AVE,"16,468",8,PULLMAN,M1-2,Stony Island/Burnside,"9661 S COTTAGE GROVE AVE
CHICAGO, IL
(41.718591, -87.603997)"
25-02-400-003-0000,9109,S,WOODLAWN,AVE,"3,117",8,BURNSIDE,RS-3,NOT IN TIF,"9109 S WOODLAWN AVE
CHICAGO, IL
(41.729126, -87.59494)"
20-17-400-040-0000,5942,S,MAY,,"3,133",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5942 S MAY
CHICAGO, IL
(41.785988, -87.65345)"
20-17-312-028-0000,6024,S,ADA,ST,"3,127",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6024 S ADA ST
CHICAGO, IL
(41.784148, -87.658278)"
16-22-225-016-0000,1545,S,KILDARE,AVE,"3,137",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1545 S KILDARE AVE
CHICAGO, IL
(41.859209, -87.732299)"
20-19-200-011-0000,6325,S,DAMEN,AVE,"4,552",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6325 S DAMEN AVE
CHICAGO, IL
(41.778558, -87.673895)"
16-09-315-006-0000,143,N,PINE,AVE,"5,917",28,AUSTIN,RS-3,Madison/Austin,"143 N PINE AVE
CHICAGO, IL
(41.883586, -87.763266)"
16-13-115-011-0000,3001,W,FIFTH,AVE,"8,947",28,EAST GARFIELD PARK,C1-2,Midwest,"3001 W FIFTH AVE
CHICAGO, IL
(41.879626, -87.70153)"
25-28-110-008-0000,12021,S,UNION,AVE,"3,087",34,WEST PULLMAN,RS-3,119th/Halsted with Amendment,"12021 S UNION AVE
CHICAGO, IL
(41.675287, -87.639429)"
20-17-225-023-0000,1124,W,59TH,ST,"6,207",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1124 W 59TH ST
CHICAGO, IL
(41.786924, -87.653292)"
16-22-206-007-0000,1219,S,KARLOV,AVE,"6,113",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1219 S KARLOV AVE
CHICAGO, IL
(41.865576, -87.727594)"
16-13-404-006-0000,2745,W,FLOURNOY,ST,"3,277",28,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor,"2745 W FLOURNOY ST
CHICAGO, IL
(41.872909, -87.694737)"
20-32-426-020-0000,8616,S,CARPENTER,ST,"3,230",21,AUBURN GRESHAM,RS-3,NOT IN TIF,"8616 S CARPENTER ST
CHICAGO, IL
(41.737243, -87.649742)"
25-05-232-020-0000,9063,S,GREEN,ST,"3,139",21,AUBURN GRESHAM,M1-1,NOT IN TIF,"9063 S GREEN ST
CHICAGO, IL
(41.729125, -87.64463)"
16-13-103-046-0000,2957,W,MADISON,ST,"11,048",27,EAST GARFIELD PARK,C1-2,Midwest,"2957 W MADISON ST
CHICAGO, IL
(41.881054, -87.700908)"
20-17-118-025-0000,5702,S,BISHOP,ST,"3,080",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5702 S BISHOP ST
CHICAGO, IL
(41.79044, -87.660849)"
16-13-235-007-0000,515,S,CALIFORNIA,AV,"6,270",28,EAST GARFIELD PARK,B3-3/B3-2,Western/Ogden Ind. Corridor,"515 S CALIFORNIA AV
CHICAGO, IL
(41.874315, -87.696118)"
16-24-102-031-0000,1336,S,TROY,ST,"3,111",24,NORTH LAWNDALE,RM-5,Midwest,"1336 S TROY ST
CHICAGO, IL
(41.863532, -87.704357)"
25-25-211-014-0000,12333,S,OGLESBY,AVE,"3,127",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12333 S OGLESBY AVE
CHICAGO, IL
(41.669518, -87.564839)"
25-28-104-034-0000,11938,S,PARNELL,AVE,"4,637",34,WEST PULLMAN,RS-3,119th/Halsted with Amendment,"11938 S PARNELL AVE
CHICAGO, IL
(41.677164, -87.635886)"
16-14-426-024-0000,3544,W,ROOSEVELT,RD,"3,439",24,NORTH LAWNDALE,M1-1,NOT IN TIF,"3544 W ROOSEVELT RD
CHICAGO, IL
(41.86631, -87.714762)"
21-31-130-023-0000,2758,E,83RD,ST,"2,825",7,SOUTH CHICAGO,B3-2,Commercial Avenue,"2758 E 83RD ST
CHICAGO, IL
(41.744582, -87.556564)"
